,X,rt,stimulus,key_press,ListLength,Trial_index,Phase,correct,ExperimentalPhase,Block,word1,word2,save,date,subject_id,trial_type,trial_index,time_elapsed,internal_node_id,response,cue,target,SequenceLength,sequence,letterSeen,queriedPosition,Stimulus_type,TrialType,timeMs,timeMin,score,correct_01,validTrials,validID,W2VWordPairsSim,SimBins,Error_type,W2VReponseCueSim,W2VReponseTargetSim,averageSimToCue,averageSimToTarget
3210,47137,5227.29999998212,<h1>shovel</h1><br><br><br> Please press space as soon as you recall the target.,32,22,7,CuePresentation,True,True,2,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,513,1689698,0.0-513.0,bucket,shovel,bucket,,,,3,,,,,,1,False,False,1.00000008526887,5,Correct,999.0,999.0,0.3233460761331583,0.30723526639183174
3211,47139,4336.69999998808,<h1>wire</h1><br><br><br> Please press space as soon as you recall the target.,32,22,8,CuePresentation,False,True,2,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,517,1701058,0.0-517.0,0,wire,tape,,,,7,,,,,,0,True,False,0.501096990479819,3,Omission,999.0,999.0,0.2523645974443341,0.17970519814306984
3212,47141,6800.5,<h1>scoop</h1><br><br><br> Please press space as soon as you recall the target.,32,22,9,CuePresentation,True,True,2,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,521,1714885,0.0-521.0,bonnet,scoop,bonnet,,,,19,,,,,,1,False,False,0.295501525339056,2,Correct,999.0,999.0,0.25974853507429374,0.2470032664420751
3213,47143,14229.400000006,<h1>daisy</h1><br><br><br> Please press space as soon as you recall the target.,32,22,10,CuePresentation,False,True,2,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,525,1736139,0.0-525.0,ri,daisy,riser,,,,14,,,,,,0,False,False,0.210706341768224,2,unspecified,999.0,999.0,0.2732611378641652,0.06308865729202492
3214,47211,4491.59999999404,<h1>hotdog</h1><br><br><br> Please press space as soon as you recall the target.,32,2,1,CuePresentation,True,True,3,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,633,1982123,0.0-633.0,bacon,hotdog,bacon,,,,1,,,,,,1,False,False,0.654814915149301,4,Correct,999.0,999.0,0.38783734871606484,0.29252273929478095
3215,47213,6603.29999998212,<h1>rifle</h1><br><br><br> Please press space as soon as you recall the target.,32,2,2,CuePresentation,False,True,3,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,637,1995753,0.0-637.0,0,rifle,fudge,,,,2,,,,,,0,True,False,0.0253189744766434,1,Omission,999.0,999.0,0.05049288743492647,0.48379146088015956
3216,47371,2811.69999998808,<h1>sand</h1><br><br><br> Please press space as soon as you recall the target.,32,32,1,CuePresentation,False,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,985,2721273,0.0-985.0,0,sand,puddle,,,,7,,,,,,0,True,False,0.676405431577326,4,Omission,999.0,999.0,0.24733386705704621,0.20420819379567648
3217,47373,8856.30000001192,<h1>globe</h1><br><br><br> Please press space as soon as you recall the target.,32,32,2,CuePresentation,True,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,989,2733377,0.0-989.0,coal,globe,coal,,,,4,,,,,,1,True,False,0.0521687423182363,1,Correct,999.0,999.0,0.10137889374294394,0.12324416573693223
3218,47375,8059.90000000596,<h1>chili</h1><br><br><br> Please press space as soon as you recall the target.,32,32,3,CuePresentation,False,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,993,2745514,0.0-993.0,coco,chili,clove,,,,12,,,,,,0,False,False,0.713132070649667,4,Intrusion,0.5451168958085952,0.6235540555932688,0.21941722509632583,0.2232211804082136
3219,47377,1956.30000001192,<h1>prism</h1><br><br><br> Please press space as soon as you recall the target.,32,32,4,CuePresentation,False,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,997,2751257,0.0-997.0,ruby,prism,ring,,,,9,,,,,,0,True,False,0.359066430514316,2,Intrusion,0.18134910282702157,0.3762212096885134,0.17329021818487117,0.23355193652842288
3220,47379,5368.0,<h1>grits</h1><br><br><br> Please press space as soon as you recall the target.,32,32,5,CuePresentation,False,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,1001,2760834,0.0-1001.0,0,grits,gravy,,,,5,,,,,,0,True,False,0.999999922215502,5,Omission,999.0,999.0,0.2507028657103711,0.23861742931512703
3221,47381,7630.70000001788,<h1>leek</h1><br><br><br> Please press space as soon as you recall the target.,32,32,6,CuePresentation,True,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,1005,2773118,0.0-1005.0,roll,leek,roll,,,,8,,,,,,1,False,False,0.228290377679196,2,Correct,999.0,999.0,0.25585789984310425,0.20278450691350314
3222,47383,13821.099999994,<h1>walnut</h1><br><br><br> Please press space as soon as you recall the target.,32,32,7,CuePresentation,True,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,1009,2790651,0.0-1009.0,ear,walnut,earwig,,,,24,,,,,,1,False,False,0.242173377562161,2,Correct,999.0,999.0,0.19463541867394732,0.13080967222629067
3223,47385,7929.59999999404,<h1>skewer</h1><br><br><br> Please press space as soon as you recall the target.,32,32,8,CuePresentation,True,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,1013,2802229,0.0-1013.0,tong,skewer,tongs,,,,32,,,,,,1,False,False,0.999999996637915,5,Correct,999.0,999.0,0.2757205956133208,0.2640386697903435
3224,47387,2273.39999997616,<h1>ship</h1><br><br><br> Please press space as soon as you recall the target.,32,32,9,CuePresentation,False,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,1017,2808847,0.0-1017.0,0,ship,yacht,,,,2,,,,,,0,True,False,0.573249475065072,3,Omission,999.0,999.0,0.1216527642741381,0.06923878011456798
3225,47389,2675.19999998808,<h1>suit</h1><br><br><br> Please press space as soon as you recall the target.,32,32,10,CuePresentation,True,True,4,,,True,11_8_2023_7_51_0,m1bpecuztar68c9,html-keyboard-response,1021,2815026,0.0-1021.0,sheet,suit,sheet,,,,27,,,,,,1,False,False,0.153411380957624,1,Correct,999.0,999.0,0.18925165579874792,0.18853092316981238
3226,47548,919.299999713898,<h1>insole</h1><br><br><br> Please press space as soon as you recall the target.,32,32,1,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,345,651203,0.0-345.0,sandal,insole,sandal,,,,28,,,,,,1,False,True,0.854520532339466,5,Correct,999.0,999.0,0.2769637350204384,0.2465462928498647
3227,47550,1079.7999997139,<h1>flask</h1><br><br><br> Please press space as soon as you recall the target.,32,32,2,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,349,656040,0.0-349.0,cigar,flask,cigar,,,,22,,,,,,1,False,True,0.485236393705821,3,Correct,999.0,999.0,0.3204614714801521,0.21638462616207155
3228,47552,562.099999904633,<h1>amber</h1><br><br><br> Please press space as soon as you recall the target.,32,32,3,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,353,660253,0.0-353.0,orange,amber,orange,,,,27,,,,,,1,False,True,0.999999963859867,5,Correct,999.0,999.0,0.30385595652055825,0.2926278273699242
3229,47554,734.5,<h1>yacht</h1><br><br><br> Please press space as soon as you recall the target.,32,32,4,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,357,664217,0.0-357.0,ship,yacht,ship,,,,7,,,,,,1,True,True,0.573249475065072,3,Correct,999.0,999.0,0.08097215186716195,0.13149533657071324
3230,47556,555.700000286102,<h1>gauze</h1><br><br><br> Please press space as soon as you recall the target.,32,32,5,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,361,668020,0.0-361.0,shelf,gauze,shelf,,,,9,,,,,,1,True,True,0.379523785471593,2,Correct,999.0,999.0,0.31786595468776807,0.24505500072827274
3231,47558,909.0,<h1>shirt</h1><br><br><br> Please press space as soon as you recall the target.,32,32,6,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,365,672237,0.0-365.0,jersey,shirt,jersey,,,,26,,,,,,1,False,True,0.649010826232407,4,Correct,999.0,999.0,0.21057552681262226,0.13159487845958512
3232,47560,536.699999809265,<h1>cherry</h1><br><br><br> Please press space as soon as you recall the target.,32,32,7,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,369,675851,0.0-369.0,bedpan,cherry,bedpan,,,,2,,,,,,1,True,True,0.0764883243696982,1,Correct,999.0,999.0,0.2323309002053686,0.10584396937378444
3233,47562,990.300000190735,<h1>ruby</h1><br><br><br> Please press space as soon as you recall the target.,32,32,8,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,373,680459,0.0-373.0,jewel,ruby,jewel,,,,4,,,,,,1,True,True,0.648686774326804,4,Correct,999.0,999.0,0.25659004600095997,0.20493565981139134
3234,47564,665.900000095367,<h1>orchid</h1><br><br><br> Please press space as soon as you recall the target.,32,32,9,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,377,684118,0.0-377.0,flower,orchid,flower,,,,5,,,,,,1,True,True,1.0000000758957,5,Correct,999.0,999.0,0.30497617036739877,0.2937661073750068
3235,47566,920.60000038147,<h1>bowtie</h1><br><br><br> Please press space as soon as you recall the target.,32,32,10,CuePresentation,True,True,1,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,381,688133,0.0-381.0,wolf,bowtie,wolf,,,,12,,,,,,1,False,True,0.208376515332164,2,Correct,999.0,999.0,0.19098937541539418,0.12456706544329554
3236,47664,788.900000095367,<h1>seed</h1><br><br><br> Please press space as soon as you recall the target.,32,12,1,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,569,1010563,0.0-569.0,leaf,seed,leaf,,,,9,,,,,,1,True,True,0.449197073479032,3,Correct,999.0,999.0,0.19220212000075262,0.26368393166643034
3237,47666,895.299999713898,<h1>bird</h1><br><br><br> Please press space as soon as you recall the target.,32,12,2,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,573,1014336,0.0-573.0,crow,bird,crow,,,,11,,,,,,1,False,True,0.999999881451747,5,Correct,999.0,999.0,0.2651591747652482,0.2317573244613164
3238,47668,867.800000190735,<h1>cereal</h1><br><br><br> Please press space as soon as you recall the target.,32,12,3,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,577,1018045,0.0-577.0,cookie,cereal,cookie,,,,3,,,,,,1,False,True,0.432807624318706,3,Correct,999.0,999.0,0.2597171040254549,0.2121064373477269
3239,47670,1064.7999997139,<h1>leash</h1><br><br><br> Please press space as soon as you recall the target.,32,12,4,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,581,1022031,0.0-581.0,drink,leash,drink,,,,2,,,,,,1,True,True,0.108463556475143,1,Correct,999.0,999.0,0.1334617455635723,0.23412137484767168
3240,47672,964.5,<h1>coat</h1><br><br><br> Please press space as soon as you recall the target.,32,12,5,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,585,1026114,0.0-585.0,boar,coat,boar,,,,7,,,,,,1,True,True,0.281532111177466,2,Correct,999.0,999.0,0.24662840936254798,0.24031155034279147
3241,47674,771.200000286102,<h1>chest</h1><br><br><br> Please press space as soon as you recall the target.,32,12,6,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,589,1029647,0.0-589.0,dial,chest,dial,,,,12,,,,,,1,False,True,0.197907306417201,1,Correct,999.0,999.0,0.1948041818647932,0.10531666389117497
3242,47676,808.5,<h1>desk</h1><br><br><br> Please press space as soon as you recall the target.,32,12,7,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,593,1033249,0.0-593.0,toilet,desk,toilet,,,,10,,,,,,1,False,True,0.427165723387472,3,Correct,999.0,999.0,0.13352626774670737,0.21208649287377435
3243,47678,711.599999904633,<h1>chips</h1><br><br><br> Please press space as soon as you recall the target.,32,12,8,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,597,1037067,0.0-597.0,potato,chips,potato,,,,4,,,,,,1,True,True,0.603917424192587,4,Correct,999.0,999.0,0.2552909065858687,0.27031568407110845
3244,47680,1606.39999961853,<h1>tiger</h1><br><br><br> Please press space as soon as you recall the target.,32,12,9,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,601,1041825,0.0-601.0,panda,tiger,panda,,,,5,,,,,,1,True,True,1.0000000621733,5,Correct,999.0,999.0,0.2185972029171702,0.18307889113280068
3245,47682,1287.40000009537,<h1>binder</h1><br><br><br> Please press space as soon as you recall the target.,32,12,10,CuePresentation,True,True,2,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,605,1045939,0.0-605.0,weed,binder,weed,,,,1,,,,,,1,False,True,0.193818930259629,1,Correct,999.0,999.0,0.19301756896503863,0.22402126517718468
3246,47810,806.299999713898,<h1>teepee</h1><br><br><br> Please press space as soon as you recall the target.,32,22,1,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,873,1507099,0.0-873.0,stove,teepee,stove,,,,11,,,,,,1,False,True,0.441684669598265,3,Correct,999.0,999.0,0.24251420346135422,0.2080590062221963
3247,47812,697.900000095367,<h1>eraser</h1><br><br><br> Please press space as soon as you recall the target.,32,22,2,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,877,1512230,0.0-877.0,mirror,eraser,mirror,,,,19,,,,,,1,False,True,0.240063744300811,2,Correct,999.0,999.0,0.05138006693231385,0.23767245881689897
3248,47814,794.599999904633,<h1>racket</h1><br><br><br> Please press space as soon as you recall the target.,32,22,3,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,881,1516368,0.0-881.0,hinge,racket,hinge,,,,4,,,,,,1,True,True,0.649333502230905,4,Correct,999.0,999.0,0.23320422035245852,0.2443130713833897
3249,47816,823.099999904633,<h1>moth</h1><br><br><br> Please press space as soon as you recall the target.,32,22,4,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,885,1520444,0.0-885.0,fungus,moth,fungus,,,,9,,,,,,1,True,True,0.421186232744235,3,Correct,999.0,999.0,0.14825847575845108,0.17033670371845328
3250,47818,802.799999713898,<h1>ramp</h1><br><br><br> Please press space as soon as you recall the target.,32,22,5,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,889,1525359,0.0-889.0,noose,ramp,noose,,,,7,,,,,,1,True,True,0.322929995896929,2,Correct,999.0,999.0,0.10879565986684571,0.2505916958416669
3251,47820,1094.10000038147,<h1>berry</h1><br><br><br> Please press space as soon as you recall the target.,32,22,6,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,893,1529697,0.0-893.0,pear,berry,pear,,,,15,,,,,,1,False,True,0.83115578987111,5,Correct,999.0,999.0,0.25233325830228776,0.23150884089518892
3252,47822,1018.59999990463,<h1>shovel</h1><br><br><br> Please press space as soon as you recall the target.,32,22,7,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,897,1534042,0.0-897.0,bucket,shovel,bucket,,,,14,,,,,,1,False,True,1.00000008526887,5,Correct,999.0,999.0,0.2878262905148484,0.27086977159213355
3253,47824,679.400000095367,<h1>cannon</h1><br><br><br> Please press space as soon as you recall the target.,32,22,8,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,901,1538164,0.0-901.0,garlic,cannon,garlic,,,,2,,,,,,1,True,True,0.114988934111725,1,Correct,999.0,999.0,0.18799821801850913,0.18386857434295198
3254,47826,746.5,<h1>coffee</h1><br><br><br> Please press space as soon as you recall the target.,32,22,9,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,905,1542907,0.0-905.0,teabag,coffee,teabag,,,,5,,,,,,1,True,True,0.806588166583034,5,Correct,999.0,999.0,0.20654677723685813,0.16504079423309095
3255,47828,1045.09999990463,<h1>apple</h1><br><br><br> Please press space as soon as you recall the target.,32,22,10,CuePresentation,True,True,3,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,909,1547451,0.0-909.0,kiwi,apple,kiwi,,,,6,,,,,,1,False,True,0.630507650883796,4,Correct,999.0,999.0,0.24236322197468985,0.17163140907629226
3256,47896,721.599999904633,<h1>paint</h1><br><br><br> Please press space as soon as you recall the target.,32,2,1,CuePresentation,True,True,4,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,1017,1704317,0.0-1017.0,makeup,paint,makeup,,,,2,,,,,,1,True,True,0.505935810169567,3,Correct,999.0,999.0,0.26689702135020993,0.07623500207661499
3257,47898,576.699999809265,<h1>otter</h1><br><br><br> Please press space as soon as you recall the target.,32,2,2,CuePresentation,True,True,4,,,True,27_8_2023_8_3_42,m59q1o2egoe5heq,html-keyboard-response,1021,1708306,0.0-1021.0,iguana,otter,iguana,,,,1,,,,,,1,False,True,0.866536373711664,5,Correct,999.0,999.0,0.3807028381610682,0.08582655863137625
3258,48003,5554.19999998808,<h1>tiger</h1><br><br><br> Please press space as soon as you recall the target.,32,14,1,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,201,464076,0.0-201.0,panda,tiger,panda,,,,8,,,,,,1,False,True,1.0000000621733,5,Correct,999.0,999.0,0.18537717732559275,0.1540455279083732
3259,48005,4177.20000004768,<h1>clasp</h1><br><br><br> Please press space as soon as you recall the target.,32,14,2,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,205,473368,0.0-205.0,target,clasp,target,,,,11,,,,,,1,False,True,0.263086746212108,2,Correct,999.0,999.0,0.264203001424887,0.08936291389251974
3260,48007,1874.89999997616,<h1>makeup</h1><br><br><br> Please press space as soon as you recall the target.,32,14,3,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,209,479838,0.0-209.0,paint,makeup,paint,,,,5,,,,,,1,True,True,0.505935810169567,3,Correct,999.0,999.0,0.1597313246920345,0.17508888535496966
3261,48009,5061.40000003576,<h1>torso</h1><br><br><br> Please press space as soon as you recall the target.,32,14,4,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,213,488985,0.0-213.0,medal,torso,medal,,,,4,,,,,,1,True,True,0.0172931447275061,1,Correct,999.0,999.0,0.19322089922991945,0.017387695921850146
3262,48011,1557.39999997616,<h1>buggy</h1><br><br><br> Please press space as soon as you recall the target.,32,14,5,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,217,494392,0.0-217.0,cart,buggy,cart,,,,1,,,,,,1,False,True,0.428620405334395,3,Correct,999.0,999.0,0.18043512782810409,0.19430667090190834
3263,48013,6390.0,<h1>shorts</h1><br><br><br> Please press space as soon as you recall the target.,32,14,6,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,221,504492,0.0-221.0,raft,shorts,raft,,,,2,,,,,,1,True,True,0.213414433174442,2,Correct,999.0,999.0,0.1967305219481849,0.16838109746040028
3264,48015,3306.30000001192,<h1>duck</h1><br><br><br> Please press space as soon as you recall the target.,32,14,7,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,225,511226,0.0-225.0,goose,duck,goose,,,,9,,,,,,1,True,True,0.626741263447438,4,Correct,999.0,999.0,0.2333920625446501,0.23410687496257973
3265,48017,2550.0,<h1>melon</h1><br><br><br> Please press space as soon as you recall the target.,32,14,8,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,229,517199,0.0-229.0,radish,melon,radish,,,,13,,,,,,1,False,True,0.568227410855373,3,Correct,999.0,999.0,0.22233782618750397,0.26320402683215866
3266,48019,6268.5,<h1>clove</h1><br><br><br> Please press space as soon as you recall the target.,32,14,9,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,233,527489,0.0-233.0,chili,clove,chili,,,,3,,,,,,1,False,True,0.713132070649667,4,Correct,999.0,999.0,0.24276141997764975,0.22308479981872908
3267,48021,4819.10000002384,<h1>shovel</h1><br><br><br> Please press space as soon as you recall the target.,32,14,10,CuePresentation,True,True,1,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,237,538577,0.0-237.0,bucket,shovel,bucket,,,,7,,,,,,1,True,True,1.00000008526887,5,Correct,999.0,999.0,0.3072423695013229,0.28059784197180176
3268,48155,3144.39999997616,<h1>possum</h1><br><br><br> Please press space as soon as you recall the target.,32,24,1,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,521,1160618,0.0-521.0,slime,possum,slime,,,,5,,,,,,1,True,True,0.299240600347622,2,Correct,999.0,999.0,0.26491400965556905,0.29861081272071127
3269,48157,2795.19999998808,<h1>weed</h1><br><br><br> Please press space as soon as you recall the target.,32,24,2,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,525,1168003,0.0-525.0,binder,weed,binder,,,,4,,,,,,1,True,True,0.193818930259629,1,Correct,999.0,999.0,0.1715039891775331,0.251890534363976
3270,48159,8937.90000003576,<h1>racket</h1><br><br><br> Please press space as soon as you recall the target.,32,24,3,CuePresentation,False,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,529,1181078,0.0-529.0,0,racket,hinge,,,,7,,,,,,0,True,True,0.649333502230905,4,Omission,999.0,999.0,0.2891850587454415,0.32888602920122895
3271,48161,5360.59999996424,<h1>moose</h1><br><br><br> Please press space as soon as you recall the target.,32,24,4,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,533,1190335,0.0-533.0,cactus,moose,cactus,,,,24,,,,,,1,False,True,0.346216021008962,2,Correct,999.0,999.0,0.18511379549036758,0.20734658332571018
3272,48163,8156.59999996424,<h1>spoon</h1><br><br><br> Please press space as soon as you recall the target.,32,24,5,CuePresentation,False,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,537,1202563,0.0-537.0,0,spoon,saucer,,,,9,,,,,,0,True,True,0.999999996637915,5,Omission,999.0,999.0,0.3247968459492436,0.3101185165864464
3273,48165,5857.90000003576,<h1>powder</h1><br><br><br> Please press space as soon as you recall the target.,32,24,6,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,541,1215445,0.0-541.0,floss,powder,floss,,,,8,,,,,,1,False,True,0.48735431534364,3,Correct,999.0,999.0,0.24215961254957366,0.32958260565527875
3274,48167,3152.5,<h1>chisel</h1><br><br><br> Please press space as soon as you recall the target.,32,24,7,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,545,1222041,0.0-545.0,spool,chisel,spool,,,,14,,,,,,1,False,True,0.561989970663317,3,Correct,999.0,999.0,0.29572745235007314,0.3181794386352066
3275,48169,2478.5,<h1>bird</h1><br><br><br> Please press space as soon as you recall the target.,32,24,8,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,549,1228062,0.0-549.0,crow,bird,crow,,,,23,,,,,,1,False,True,0.999999881451747,5,Correct,999.0,999.0,0.22733531844528398,0.2105382627277522
3276,48171,4097.39999997616,<h1>drain</h1><br><br><br> Please press space as soon as you recall the target.,32,24,9,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,553,1235798,0.0-553.0,sink,drain,sink,,,,13,,,,,,1,False,True,0.631240283731934,4,Correct,999.0,999.0,0.24772421529147118,0.2534986488933827
3277,48173,3731.10000002384,<h1>tape</h1><br><br><br> Please press space as soon as you recall the target.,32,24,10,CuePresentation,True,True,2,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,557,1243191,0.0-557.0,wire,tape,wire,,,,2,,,,,,1,True,True,0.501096990479819,3,Correct,999.0,999.0,0.2299875846106969,0.30426297977079986
3278,48247,1435.09999996424,<h1>puck</h1><br><br><br> Please press space as soon as you recall the target.,32,4,1,CuePresentation,True,True,3,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,681,1491801,0.0-681.0,beard,puck,beard,,,,1,,,,,,1,False,True,0.158674531855931,1,Correct,999.0,999.0,0.20320008430293185,0.303693231519426
3279,48249,803.100000023842,<h1>poppy</h1><br><br><br> Please press space as soon as you recall the target.,32,4,2,CuePresentation,True,True,3,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,685,1496921,0.0-685.0,crayon,poppy,crayon,,,,4,,,,,,1,True,True,0.237959707772953,2,Correct,999.0,999.0,0.2329833075298379,0.23058982442851494
3280,48251,836.0,<h1>stem</h1><br><br><br> Please press space as soon as you recall the target.,32,4,3,CuePresentation,True,True,3,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,689,1502434,0.0-689.0,stump,stem,stump,,,,2,,,,,,1,True,True,0.402091789020628,3,Correct,999.0,999.0,0.22712052680131206,0.27131918238907266
3281,48253,1661.5,<h1>nose</h1><br><br><br> Please press space as soon as you recall the target.,32,4,4,CuePresentation,True,True,3,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,693,1509662,0.0-693.0,mouth,nose,mouth,,,,3,,,,,,1,False,True,0.661824468395778,4,Correct,999.0,999.0,0.36392867780334626,0.24245663144789154
3282,48393,4626.80000001192,<h1>hummus</h1><br><br><br> Please press space as soon as you recall the target.,32,26,1,CuePresentation,True,True,4,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,993,2190677,0.0-993.0,slicer,hummus,slicer,,,,26,,,,,,1,False,True,0.500551068441678,3,Correct,999.0,999.0,0.22504517558698303,0.24020269891147145
3283,48395,2201.69999998808,<h1>cigar</h1><br><br><br> Please press space as soon as you recall the target.,32,26,2,CuePresentation,True,True,4,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,997,2197223,0.0-997.0,flask,cigar,flask,,,,23,,,,,,1,False,True,0.485236393705821,3,Correct,999.0,999.0,0.20239514627773597,0.3004731942941439
3284,48397,5184.09999996424,<h1>garlic</h1><br><br><br> Please press space as soon as you recall the target.,32,26,3,CuePresentation,True,True,4,,,True,11_8_2023_9_32_50,mgdysvnseoa1opy,html-keyboard-response,1001,2206527,0.0-1001.0,cannon,garlic,cannon,,,,24,,,,,,1,False,True,0.114988934111725,1,Correct,999.0,999.0,0.20855536535604127,0.1962846861839274
